arxiv_id,chunk_id,title,prose_ratio,chars,text
2407.01598v1,2407.01598v1:43060-44962,Long-Term Prediction Accuracy Improvement of Data-,0.673,1902,"as the number of iterations increases. Therefore, small-scale information simulation and iteration stability need to be balanced. Despite the promising accuracy"
2407.01598v1,2407.01598v1:44963-46363,Long-Term Prediction Accuracy Improvement of Data-,0.554,1400,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), Bonev, B., Kurth, T., Hundt, C., Pathak, J., Baust, M., Kashinath, K., & Anandkumar,"
2407.01598v1,2407.01598v1:46364-47973,Long-Term Prediction Accuracy Improvement of Data-,0.571,1609,"L., Zhong, X., Zhang, F., Cheng, Y., Xu, Y., Qi, Y., & Li, H. (2023). FuXi: a cascade machine learning forecasting system for 15-day global weather forecast. np"
2407.01598v1,2407.01598v1:47974-49419,Long-Term Prediction Accuracy Improvement of Data-,0.531,1445,"Berrisford, P., Hirahara, S., Horányi, A., Muñoz Sabater, J., Nicolas, J., Peubey, C., Radu, R., Schepers, D., Simmons, A., Soci, C., Abdalla, S., Abellan, X., "
2407.01598v1,2407.01598v1:49420-51012,Long-Term Prediction Accuracy Improvement of Data-,0.571,1592,"T., & Kihara, D. (2019). A Gated Self-attention Memory Network for Answer Selection. Conference on Empirical Methods in Natural Language Processing. Lam, R., Sa"
2407.01598v1,2407.01598v1:51013-52580,Long-Term Prediction Accuracy Improvement of Data-,0.591,1567,"Gui, L., Neubig, G., May, J., & Zettlemoyer, L. (2023). Mega: Moving Average Equipped Gated Attention. The Eleventh International Conference on Learning Represe"
2407.01598v1,2407.01598v1:52581-54143,Long-Term Prediction Accuracy Improvement of Data-,0.581,1562,"Poulenard, A., & Guibas, L. J. (2021, 20-25 June 2021). A functional approach to rotation equivariant non-linearities for Tensor Field Networks. 2021 IEEE/CVF C"
2407.01598v1,2407.01598v1:54144-55683,Long-Term Prediction Accuracy Improvement of Data-,0.603,1539,"H., & Chen, Z. (2024). FViT: A Focal Vision Transformer with Gabor Filter. arXiv e-prints, arXiv:2402.11303. https://doi.org/10.48550/arXiv.2402.11303 Ulyanov, "
2407.01598v1,2407.01598v1:55684-56649,Long-Term Prediction Accuracy Improvement of Data-,0.396,965,"Deng2, and Di Zhang2 1College of Computer Science and Technology, National University of Defense Technology, Changsha, P.R. China, 410073 2College of Meteorolog"
2407.01598v1,2407.01598v1:56650-58240,Long-Term Prediction Accuracy Improvement of Data-,0.469,1590,"𝑣, 𝑝, 𝑡) Supplementary Tables Table S1 Relative losses for the Shallow Water Equations on the rotating sphere at a spatial resolution of 64 × 128 and a temporal"
2407.01598v1,2407.01598v1:58241-60345,Long-Term Prediction Accuracy Improvement of Data-,0.78,2104,"Water Equations. Columns from left to right corresponding to 1, 10, 50 and 100 iteration steps respectively. Rows from top to bottom represent the ground truth,"
2407.01598v1,2407.01598v1:60346-62314,Long-Term Prediction Accuracy Improvement of Data-,0.699,1968,"50 and 100 iteration steps respectively. Rows from top to bottom represent the ground truth, U-Net, FourCastNet, SFNO Linear, SFNO Non-Linear, SHNO-SMHSA, and S"
2407.01598v1,2407.01598v1:62315-62686,Long-Term Prediction Accuracy Improvement of Data-,0.661,371,"(green line), FourCastNet (blue lines), SFNO (purple lines), and SHNO (red lines) for 3 surface variables, 4 upper-air variables at 500hPa pressure level, and 5"
2407.02089v2,2407.02089v2:0-2044,GPTCast: a weather language model for precipitatio,0.756,2044,"GPTCast: a weather language model for precipitation nowcasting Gabriele Franch1, Elena Tomasi1, Rishabh Wanjari1, Virginia Poli2, Chiara Cardinali2, Pier Paolo "
2407.02089v2,2407.02089v2:2045-4273,GPTCast: a weather language model for precipitatio,0.778,2228,These short-term precipitation forecasts are essential for emergency response when timely released and properly communicated via early warning systemsGöber et a
2407.02089v2,2407.02089v2:4274-6326,GPTCast: a weather language model for precipitatio,0.694,2052,"and Generative AI techniques to enhance forecast accuracy and realism. Deterministic DNNs have been instrumental in predicting the dynamics of precipitation, in"
2407.02089v2,2407.02089v2:6327-8856,GPTCast: a weather language model for precipitatio,0.821,2529,"the setup of natural language processing: a tokenization step, where an input tokenizer splits and maps the input to a finite vocabulary, and an autoregressive "
2407.02089v2,2407.02089v2:8857-11096,GPTCast: a weather language model for precipitatio,0.713,2239,"enables probabilistic outputs. In contrast, all other generative deep learning modelsRavuri et al. (2021); Leinonen et al. (2023); Zhang et al. (2023) require r"
2407.02089v2,2407.02089v2:11097-13257,GPTCast: a weather language model for precipitatio,0.691,2160,in a reduced-dimensional space. The latent vectors at the bottleneck are discretized using a quantization layer that maps them to a finite codebook (Z) by findi
2407.02089v2,2407.02089v2:13258-15370,GPTCast: a weather language model for precipitatio,0.678,2112,The total size of the VQGAN model is 90M trainable parameters. 2.2 Spatiotemporal forecaster: GPT Similarly to Esser et al. the second-stage model is a causal t
2407.02089v2,2407.02089v2:15371-17623,GPTCast: a weather language model for precipitatio,0.778,2252,with the past 7 time steps to generate the tokens for the 8th time step. We can generate forecasts for domains with arbitrary sizes by applying a sliding window
2407.02089v2,2407.02089v2:17624-19782,GPTCast: a weather language model for precipitatio,0.731,2158,in Figure 4. Figure 4. Extent of the dataset. Effective coverage is the composite of the 125 km range of the Gattatico and San Pietro Capofiume radars (green ar
2407.02089v2,2407.02089v2:19783-22091,GPTCast: a weather language model for precipitatio,0.735,2308,"divided between training and validation, with the following final result: 149,524 steps for training, 7,869 for validation, 21,871 for the TTS that includes 145"
2407.02089v2,2407.02089v2:22092-24046,GPTCast: a weather language model for precipitatio,0.678,1954,factor. Table 3 shows the performances in reconstruction ability on the TTS between a VQGAN trained using as reconstruction loss a standard Mean Absolute Error 
2407.02089v2,2407.02089v2:24047-26479,GPTCast: a weather language model for precipitatio,0.792,2432,"(albeit with an overestimation at the smallest wavelengths), while the standard autoencoder distribution is constantly shifted and underestimated at all wavelen"
2407.02089v2,2407.02089v2:26480-28627,GPTCast: a weather language model for precipitatio,0.791,2147,"Amplitude, and Location (SAL) plot that compares the performance of the MAE and MWAE autoencoders. Each dot on the plot represents the scores of one image in th"
2407.02089v2,2407.02089v2:28628-30814,GPTCast: a weather language model for precipitatio,0.788,2186,"events. For each event, we produce a forecast every 30 minutes, and each forecast is a 20-member 11 Figure 7. Qualitative comparison between precipitation snaps"
2407.02089v2,2407.02089v2:30815-32941,GPTCast: a weather language model for precipitatio,0.744,2126,our experiments was close to an order of magnitude (GPTCast-8x8 computes a timestep in 2 seconds compared to 17 seconds for the larger model on an NVIDIA RTX 40
2407.02089v2,2407.02089v2:32942-35381,GPTCast: a weather language model for precipitatio,0.82,2439,"forecasts, outperforming the state-of-the-art extrapolation method in both accuracy and uncertainty estimation. GPTCast’s deterministic architecture enhances in"
2407.02089v2,2407.02089v2:35382-37672,GPTCast: a weather language model for precipitatio,0.808,2290,"work to avoid model overfitting. Future work could explore optimizing context size and computational complexity to balance performance and resource demands, as "
2407.02089v2,2407.02089v2:37673-37806,GPTCast: a weather language model for precipitatio,0.85,133,We acknowledge CINECA Consortium for providing the GPU resources for training and running the experiments presented in this study. 17
2407.04882v1,2407.04882v1:0-2297,Improving ensemble extreme precipitation forecasts,0.84,2297,Generated using the official AMS LATEX template v6.1 Improving ensemble extreme precipitation forecasts using generative artificial intelligence arXiv:2407.0488
2407.04882v1,2407.04882v1:2298-4569,Improving ensemble extreme precipitation forecasts,0.759,2271,extreme precipitation events. The study explores AI methods to generate precipitation forecasts and explains the decision-making mechanisms of such AI technique
2407.04882v1,2407.04882v1:4570-6912,Improving ensemble extreme precipitation forecasts,0.772,2342,"models to predict conditional predictive quantiles rather than the most likely values. While these methods have achieved great success, their primary focus was "
2407.04882v1,2407.04882v1:6913-9248,Improving ensemble extreme precipitation forecasts,0.783,2335,"cost. This enlarged generative ensemble set would contain possible evolutions of the state of the atmosphere, thus providing better support for the estimation o"
2407.04882v1,2407.04882v1:9249-11254,Improving ensemble extreme precipitation forecasts,0.705,2005,"post-processing. Broadly, the authors also wish to introduce generative AI to severe-weather-related studies and inspire future creative works. 2. Research doma"
2407.04882v1,2407.04882v1:11255-13223,Improving ensemble extreme precipitation forecasts,0.689,1968,"emphasizes precipitation in the Great Plains and the Southeastern US (cf. Fig. S1d and e-f). The 00–06 UTC (i.e., evening-to-night local time) patterns in Fig. "
2407.04882v1,2407.04882v1:13224-15350,Improving ensemble extreme precipitation forecasts,0.774,2126,was used for one of the baseline methods. The operational GEFSv12 comes with a 30-year reforecast archive to support post-processing studies (Guan et al. 2022).
2407.04882v1,2407.04882v1:15351-17443,Improving ensemble extreme precipitation forecasts,0.785,2092,"to the real space. The term “Latent Diffusion Model (LDM)” was used to highlight the application of VQ-VAE, and hereafter, the method is named “ViT-LDM”. The Vi"
2407.04882v1,2407.04882v1:17444-19380,Improving ensemble extreme precipitation forecasts,0.783,1936,"Unit (GELU; Hendrycks and Gimpel 2016) activation function, and dropout (Srivastava et al. 2014). (b) The schematics of the VQ layer and its dashed line arrows "
2407.04882v1,2407.04882v1:19381-21176,Improving ensemble extreme precipitation forecasts,0.734,1795,"−𝑒∥2 2 + 𝛽∥𝑧𝑒(𝑥) −sg (𝑒)∥2 2 (1) Where 𝑥is a training batch, ∥··· ∥2 2 is the mean squared error computation, 𝑧𝑒and 𝑧𝑑are the VQVAE encoder and decoder, respect"
2407.04882v1,2407.04882v1:21177-23257,Improving ensemble extreme precipitation forecasts,0.724,2080,"of GEFS APCP forecasts. Its architecture consists of three components: (1) an input section that converts 3-D tensors into embedded patches, (2) stacked ViT blo"
2407.04882v1,2407.04882v1:23258-24652,Improving ensemble extreme precipitation forecasts,0.642,1394,latent space. c. Ensemble generation using LDM An LDM was implemented to produce generative ensembles conditioned on the bias-corrected GEFS members. The archet
2407.04882v1,2407.04882v1:24653-26824,Improving ensemble extreme precipitation forecasts,0.774,2171,The LDM of this research was designed based on the DDPM above and applied within the VQ-VAE latent space. Its architecture is similar to a 3-D Unet (e.g. Ronneb
2407.04882v1,2407.04882v1:26825-29011,Improving ensemble extreme precipitation forecasts,0.813,2186,"for use as a baseline, such as Scheuerer and Hamill (2015) and Stovern et al. (2023), but these methods typically produce probabilistic values directly rather t"
2407.04882v1,2407.04882v1:29012-31138,Improving ensemble extreme precipitation forecasts,0.773,2126,to determine if skill scores were statistically significantly different. 4. Results a. Case-based assessments A case-based assessment is presented to demonstrat
2407.04882v1,2407.04882v1:31139-33213,Improving ensemble extreme precipitation forecasts,0.844,2074,for AnEn-ECC. (d) the CCPA verification target. (e-i) example of generative ensembles produced by ViT-LDM. Hatched areas represent where the 99th extreme events
2407.04882v1,2407.04882v1:33214-35190,Improving ensemble extreme precipitation forecasts,0.74,1976,post-processing methods to reconstruct the correct precipitation fields. The CRPSS differences between ViT-LDM and 18 Fig. S8. Verifications of ViT-LDM (red bar
2407.04882v1,2407.04882v1:35191-37378,Improving ensemble extreme precipitation forecasts,0.825,2187,further with reliability diagrams. Its suboptimal performance on mild and moderate precipitation events will also be discussed with explainability studies. c. E
2407.04882v1,2407.04882v1:37379-39498,Improving ensemble extreme precipitation forecasts,0.775,2119,"forecasts comparable 20 Fig. S9. Verification of forecasted 6-hourly extreme precipitation events with reliability diagrams (top), frequency of occurrence (midd"
2407.04882v1,2407.04882v1:39499-41659,Improving ensemble extreme precipitation forecasts,0.781,2160,"rate of 99th percentile thresholds were typically lower than 40 mm per 6 hours, AnEn-ECC generated more large probabilities (Fig. S9). The GEFS-Raw was capable "
2407.04882v1,2407.04882v1:41660-43745,Improving ensemble extreme precipitation forecasts,0.778,2085,timing error of extreme events was largely eliminated when the entire trajectory was aggregated into a single time frame (e.g. Jeworrek et al. 2021). For the tw
2407.04882v1,2407.04882v1:43746-46123,Improving ensemble extreme precipitation forecasts,0.851,2377,"forecasts, respectively. Small and large blue dots are the latent space representations of the original GEFS ensemble members and the ensemble mean, respectivel"
2407.04882v1,2407.04882v1:46124-48050,Improving ensemble extreme precipitation forecasts,0.694,1926,longer range of hours is a valid option. The role of the diffusion model and the limitation of ViT-based post-processing can be identified from this explainabil
2407.04882v1,2407.04882v1:48051-50259,Improving ensemble extreme precipitation forecasts,0.809,2208,thus benefiting the calibration of extreme precipitation events. The predictive behaviors of ViT-LDM were further examined by removing certain components Based 
2407.04882v1,2407.04882v1:50260-52573,Improving ensemble extreme precipitation forecasts,0.769,2313,"does not improve performance. In summary, the potential benefits of ViT-LDM is considered the largest for short-term extreme precipitation events with higher/st"
2407.04882v1,2407.04882v1:52574-54917,Improving ensemble extreme precipitation forecasts,0.8,2343,"Here, the examplebased explainability studies were conducted. An important finding of this study is that the VQ-VAE latent space is capable of separating GEFS f"
2407.04882v1,2407.04882v1:54918-57214,Improving ensemble extreme precipitation forecasts,0.842,2296,reforecasts as inputs and the Climate-Calibrated Precipitation Analysis (CCPA) as targets from 2002 to 2019 and tested with the operational GEFSv12 over the Con
2407.04882v1,2407.04882v1:57215-59339,Improving ensemble extreme precipitation forecasts,0.816,2124,"for extreme precipitation forecasts. It produces skillful and spatiotemporally consistent precipitation forecast trajectories, bridging the gap between limited "
2407.04882v1,2407.04882v1:59340-61342,Improving ensemble extreme precipitation forecasts,0.757,2002,System (GEFS) total precipitation forecasts (APCP). This supplemental document includes the hyperparameter choices and training procedures of the above neural n
2407.04882v1,2407.04882v1:61343-63323,Improving ensemble extreme precipitation forecasts,0.734,1980,"were used throughout. After training, the VQ-VAE may occasionally produce negative precipitation values. As introduced in Section 3.a, a 0.1 mm truncation was a"
2407.04882v1,2407.04882v1:63324-64361,Improving ensemble extreme precipitation forecasts,0.693,1037,"The LDM was initially validated by computing the loss of reconstructed noise. For fine-tuning, it was later validated by generating forecasts on randomly select"
2407.11050v1,2407.11050v1:0-2513,Graph Neural Networks and Spatial Information Lear,0.786,2513,Graph Neural Networks and Spatial Information Learning for Post-Processing Ensemble Weather Forecasts Moritz Feik 1 2 Sebastian Lerch 1 2 * Jan St¨uhmer 1 2 * A
2407.11050v1,2407.11050v1:2514-4934,Graph Neural Networks and Spatial Information Lear,0.789,2420,"of the target variable (Haupt et al., 2021; Vannitsem et al., 2021). Specifically, neural network (NN)- based distributional regression approaches first propose"
2407.11050v1,2407.11050v1:4935-6978,Graph Neural Networks and Spatial Information Lear,0.68,2043,"contains both reforecasts and forecasts. Reforecasts are NWP model runs for past dates, which are conducted to obtain a large archive of past forecasts for anal"
2407.11050v1,2407.11050v1:6979-9162,Graph Neural Networks and Spatial Information Lear,0.718,2183,"et al., 2019). To assess the statistical significance of score differences, we use tests of equal predictive performance (Diebold & Mariano, 1995). 3.2. DRN We "
2407.11050v1,2407.11050v1:9163-11377,Graph Neural Networks and Spatial Information Lear,0.752,2214,"to combat learning instabilities and leverage information from nodes multiple hops away. After the hidden features are created, they are aggregated using the De"
2407.11050v1,2407.11050v1:11378-13385,Graph Neural Networks and Spatial Information Lear,0.62,2007,"Brody et al., 2022). The hidden representations in GATs are generally computed as hi = ϕ   xi, L j∈N(i) a(xi, xj)ψ(xj) (Bronstein et al., 2021). For details o"
2407.11050v1,2407.11050v1:13386-15291,Graph Neural Networks and Spatial Information Lear,0.631,1905,"members in the reforecast and forecast data, and results in better forecast performance. Table 1 provides an overview of the results for the R2F task. Results f"
2407.11050v1,2407.11050v1:15292-17536,Graph Neural Networks and Spatial Information Lear,0.805,2244,"all post-processing methods substantially improve the raw ensemble predictions, which provide the sharpest prediction intervals, but fail to achieve a coverage "
2407.11050v1,2407.11050v1:17537-19831,Graph Neural Networks and Spatial Information Lear,0.701,2294,"GNNs (Li & Zhu, 2021) as well as other graph generation methods based on alternative, e.g. meteorologically motivated similarity-based distance metrics (Lerch &"
2407.11050v1,2407.11050v1:19832-21432,Graph Neural Networks and Spatial Information Lear,0.533,1600,"122 stations for each day, generated by either 11 or 51 ensemble members for the reforecasts and forecasts, respectively. RF Test and F Test denote the test dat"
2407.11050v1,2407.11050v1:21433-23425,Graph Neural Networks and Spatial Information Lear,0.751,1992,SURFACE NET SHORTWAVE (SOLAR) RADIATION DOWNWARD — ✓ STR6 J m−2 SURFACE NET LONGWAVE (THERMAL) RADIATION — ✓ STRD6 J m−2 SURFACE NET LONGWAVE (THERMAL) RADIATIO
2407.11050v1,2407.11050v1:23426-25301,Graph Neural Networks and Spatial Information Lear,0.642,1875,"model was also optimized using a grid search of the relevant hyperparameters, see also the model descriptions in Rasp & Lerch (2018); Schulz & Lerch (2022), and"
2407.11050v1,2407.11050v1:25302-26802,Graph Neural Networks and Spatial Information Lear,0.473,1500,"for the considered lead times, with the null hypothesis of equal predictive performance at a given station. The test statistic is n X ¯SF n −¯SG t = √n , where "
2407.11050v1,2407.11050v1:26803-28289,Graph Neural Networks and Spatial Information Lear,0.484,1486,0.61 4.41 95.72 0.78 4.43 89.87 1.14 4.56 77.79 GAT 0.60 4.16 95.04 0.78 5.93 96.42 1.09 8.27 96.80 p-values of the per-station tests in ascending order and sel
2407.11050v1,2407.11050v1:28290-29865,Graph Neural Networks and Spatial Information Lear,0.517,1575,3.3 10.0 — 55.0 0.0 DS 10.8 40.8 — 2.5 20.0 28.3 — 10.0 1.7 3.3 — 0.0 GAT 38.3 50.0 24.2 — 14.2 35.8 0.0 — 10.8 11.7 72.5 — A.2.3. PIT HISTOGRAMS To assess the 
2407.11050v1,2407.11050v1:29866-32084,Graph Neural Networks and Spatial Information Lear,0.715,2218,"uniform distribution fairly well, however, for the reforecast data there exists a spike for the lower PIT values and larger PIT values are under-presented, spec"
2407.11050v1,2407.11050v1:32085-34176,Graph Neural Networks and Spatial Information Lear,0.683,2091,"= 1, . . . , S; n = 1, . . . , N} (1) is the permuted feature set, which is then used to generate the graphs, as detailed in Section 3.3.1. The two-stage shuffl"
2407.11050v1,2407.11050v1:34177-35270,Graph Neural Networks and Spatial Information Lear,0.539,1093,"be interpreted with care, as the quality of the prediction made by the NWP model varies across the features. Thus low importance can also be due to decreased fo"
2407.14158v3,2407.14158v3:0-2182,Machine learning emulation of precipitation from k,0.755,2182,manuscript submitted to Journal of Advances in Modeling Earth Systems (JAMES) Machine learning emulation of precipitation from km-scale UK regional climate simu
2407.14158v3,2407.14158v3:2183-4702,Machine learning emulation of precipitation from k,0.806,2519,to ∼100 years. We demonstrate successful transfer from a “perfect model” training setting to application using GCM variable inputs. It captures the main feature
2407.14158v3,2407.14158v3:4703-6869,Machine learning emulation of precipitation from k,0.721,2166,"as the global climate model runs used to drive the CPM. These input fields are pressure at mean sea-level and specific humidity, temperature and vorticity at 25"
2407.14158v3,2407.14158v3:6870-9070,Machine learning emulation of precipitation from k,0.712,2200,"using output from the Met Office United Kingdom (UK) CPM, the first set of national-scale CPM climate simulations, which were produced as part of the UK Climate"
2407.14158v3,2407.14158v3:9071-10872,Machine learning emulation of precipitation from k,0.635,1801,"precipitation predictions to capture high-resolution details (e.g., Vosper et al., 2023; L. Harris, McRae, Chantry, Dueben, & Palmer, 2022; Leinonen, Nerini, & "
2407.14158v3,2407.14158v3:10873-13138,Machine learning emulation of precipitation from k,0.736,2265,"there is growing interest in learning to emulate high-resolution numerical models (e.g., Walton et al., 2015; Bo´e et al., 2022; Doury et al., 2023, 2024; Kendo"
2407.14158v3,2407.14158v3:13139-15315,Machine learning emulation of precipitation from k,0.747,2176,"Rampal et al., 2025; Rampal, Gibson, et al., 2024; Lopez-Gomez et al., 2025; Doury et al., 2024) may not necessarily transfer well to emulating the more realist"
2407.14158v3,2407.14158v3:15316-17414,Machine learning emulation of precipitation from k,0.764,2098,3.4). The method is described in detail in Section 2 and we summarise the results and discuss directions for future work in Section 4. 2 Materials and methods 2
2407.14158v3,2407.14158v3:17415-19508,Machine learning emulation of precipitation from k,0.693,2093,"we refer to as “Historic” for 1981–2000, “Present” for 2021–2040 and “Future” for 2061–2080. This gives a total of 720 years of data, which allows development o"
2407.14158v3,2407.14158v3:19509-21544,Machine learning emulation of precipitation from k,0.73,2035,"models. For our purposes, successful emulation means recreating CPM behaviour, including biases compared to observations. If appropriate, a user can then apply "
2407.14158v3,2407.14158v3:21545-23773,Machine learning emulation of precipitation from k,0.702,2228,"(Chan et al., 2018). We use daily-mean predictor variables, as higher time resolution output is not generally as widely available from GCM simulations. Since we"
2407.14158v3,2407.14158v3:23774-26061,Machine learning emulation of precipitation from k,0.771,2287,This approach has the benefit of using the physics embedded in the GCM to predict reasonably realistic weather states at coarse-resolution. –10– manuscript subm
2407.14158v3,2407.14158v3:26062-28319,Machine learning emulation of precipitation from k,0.721,2257,(2021). For our emulator we use Song et al. (2021)’s subVariance-Preserving (“sub-VP”) formulation of the stochastic differential equation (SDE) that defines th
2407.14158v3,2407.14158v3:28320-30516,Machine learning emulation of precipitation from k,0.713,2196,"2024). We use the Euler-Maruyama method, a simple first-order method (Bayram et al., 2018), to solve the reverse SDE for generating samples with the fitted netw"
2407.14158v3,2407.14158v3:30517-32801,Machine learning emulation of precipitation from k,0.795,2284,"disadvantages of particular loss functions are not yet fully clear, and an approach has not yet been found that results in a U-Net producing predictions with re"
2407.14158v3,2407.14158v3:32802-35165,Machine learning emulation of precipitation from k,0.774,2363,"All results shown in this manuscript are based on the test dataset, giving an unbiased estimate of the emulator’s quality. For each 20 year time period, the tra"
2407.14158v3,2407.14158v3:35166-37212,Machine learning emulation of precipitation from k,0.712,2046,"produce target data for training the emulator’s neural network, we first take the square root of the precipitation to produce a less skewed distribution than th"
2407.14158v3,2407.14158v3:37213-39273,Machine learning emulation of precipitation from k,0.71,2060,the pooled adjusted GCM training dataset. Kendon et al. (2025) discuss further the effects of this adjustment. 2.4 Evaluation diagnostics We test two inference 
2407.14158v3,2407.14158v3:39274-41566,Machine learning emulation of precipitation from k,0.797,2292,"statistically similar to samples from the emulator for a given GCM state, as in the ideal case, then the relationship with the mean of the samples should be ide"
2407.14158v3,2407.14158v3:41567-43655,Machine learning emulation of precipitation from k,0.744,2088,"CPM’s properties. We first test the emulator using CPM data coarsened to the 60km GCM grid as input (CPMGEM cCPM), to correspond to the inputs used in training."
2407.14158v3,2407.14158v3:43656-45830,Machine learning emulation of precipitation from k,0.804,2174,DJF; the 80th percentile of the domainmean). The second row shows the wettest winter day in the 108 year test dataset. The third and fourth rows are similar but
2407.14158v3,2407.14158v3:45831-48019,Machine learning emulation of precipitation from k,0.797,2188,"fourth rows also have similarly realistic spatial structure to the CPM. Note, there is a substantial stochastic component of precipitation that is unpredictable"
2407.14158v3,2407.14158v3:48020-50241,Machine learning emulation of precipitation from k,0.744,2221,"coarse-scale input, the locations of the heaviest precipitation amounts generally differ, which may result in very different local effects simulated by an impac"
2407.14158v3,2407.14158v3:50242-52153,Machine learning emulation of precipitation from k,0.754,1911,Statistical properties of predictions. (a) Histograms of precipitation values on the 8.8km grid. The grey shaded area is the frequency density of the target CPM
2407.14158v3,2407.14158v3:52154-54347,Machine learning emulation of precipitation from k,0.823,2193,"CPM relative to observations (see Section 2.1.1). The emulator has learnt the differences in precipitation properties between nearby locations, below the scale "
2407.14158v3,2407.14158v3:54348-56525,Machine learning emulation of precipitation from k,0.801,2177,similar for U-Net cCPM (Figure 4(a); 0.94 Pearson correlation coefficient). This indicates that the deterministic component of CPMGEM cCPM (identified conceptua
2407.14158v3,2407.14158v3:56526-58810,Machine learning emulation of precipitation from k,0.801,2284,"points with comparable skill. BCSD has a closer correlation between predictions and CPM with less spread than CPMGEM, which may be expected as it is given coars"
2407.14158v3,2407.14158v3:58811-60857,Machine learning emulation of precipitation from k,0.817,2046,under-dispersion in the emulator samples and below over-dispersion. –26– manuscript submitted to Journal of Advances in Modeling Earth Systems (JAMES) Figure 6.
2407.14158v3,2407.14158v3:60858-63003,Machine learning emulation of precipitation from k,0.763,2145,"cCPM samples include a realistic degree of fine-scale structure, as seen in the samples in Figure 2. The curve for U-Net generally displays too low variability,"
2407.14158v3,2407.14158v3:63004-65243,Machine learning emulation of precipitation from k,0.794,2239,"winter and in the southeast in summer across individual points on the high-resolution grid. In the former case, precipitation is predominantly frontal and orogr"
2407.14158v3,2407.14158v3:65244-67333,Machine learning emulation of precipitation from k,0.78,2089,"return periods are generally consistent with those of CPMGEM cCPM (see Supporting Information section S1, Figure S2 and Table S1). The CPM intensities are withi"
2407.14158v3,2407.14158v3:67334-69395,Machine learning emulation of precipitation from k,0.784,2061,"to the problem of downscaling GCM data, rather than the coarsened CPM data like that used for training. Having shown the greater realism of CPMGEM outputs compa"
2407.14158v3,2407.14158v3:69396-71377,Machine learning emulation of precipitation from k,0.774,1981,days (greater than 0.1 mm/day) to the CPM across all grid boxes: 54.7% annually from the emulator compared to 53.0% from the CPM. Seasonal differences in this p
2407.14158v3,2407.14158v3:71378-73399,Machine learning emulation of precipitation from k,0.753,2021,"for London in JJA at a return period of 9.8 years (when the CPM value lies just 0.1mm outside the spread, 0.2% in relative terms), and for Lancaster in DJF and "
2407.14158v3,2407.14158v3:73400-75402,Machine learning emulation of precipitation from k,0.688,2002,of Difference (% of (%) (%) CPM change) Historic CPM) Winter 23 17 -26 ( -41 to -10) -5.9 (-9.5 to -2.3) Spring 6 2 -61 (-134 to +13) -3.8 (-8.3 to +0.8) Summer
2407.14158v3,2407.14158v3:75403-77487,Machine learning emulation of precipitation from k,0.761,2084,"UK will become drier in the summer and wetter in the winter (Kendon et al., 2021). Figure 12 shows the relative change in the mean precipitation between Histori"
2407.14158v3,2407.14158v3:77488-79495,Machine learning emulation of precipitation from k,0.704,2007,"al., 2017). The emulator also captures most of the wettening in winter, though there is some underestimation. Table 1 shows the change in seasonal domain means."
2407.14158v3,2407.14158v3:79496-81751,Machine learning emulation of precipitation from k,0.762,2255,in future changes in heavy precipitation. It shows substantial increases in both of these percentiles in winter and in summer it correctly shows a decrease in t
2407.14158v3,2407.14158v3:81752-83816,Machine learning emulation of precipitation from k,0.783,2064,than the CPM. Some contribution to this comes from predicted changes in the frequency of precipitation being slightly smaller than in the CPM. But it also indic
2407.14158v3,2407.14158v3:83817-86151,Machine learning emulation of precipitation from k,0.762,2334,precipitation (grey dashed) and each emulator (colours as (a)). –40– manuscript submitted to Journal of Advances in Modeling Earth Systems (JAMES) Therefore the
2407.14158v3,2407.14158v3:86152-88515,Machine learning emulation of precipitation from k,0.767,2363,"comparison to a deterministic U-Net model, the BCSD statistical method and other studies in the literature, the stochastic component is important for producing "
2407.14158v3,2407.14158v3:88516-90696,Machine learning emulation of precipitation from k,0.732,2180,a diffusion model with temporal downscaling ability. Generating multi-variate output is another key target for climate impacts modelling and would go further to
2407.14158v3,2407.14158v3:90697-92892,Machine learning emulation of precipitation from k,0.708,2195,"degrading performance (not shown). Approaches such as latent diffusion models (Rombach et al., 2022) and patch diffusion (Z. Wang et al., 2023) may allow for in"
2407.14158v3,2407.14158v3:92893-94858,Machine learning emulation of precipitation from k,0.687,1965,"sde pytorch (Song et al., 2021). The version used for this manuscript is maintained in the v0.2-paper branch, which includes the v0.2.2 tag, the latest commit u"
2407.14158v3,2407.14158v3:94859-96744,Machine learning emulation of precipitation from k,0.638,1885,"(SDE). The idea is to imagine a diffusion process {x(t)T t=0} modelled by an SDE: dx = f(x, t)dt + g(t)dw (A1) When run forward, a sample, x(0), from the data d"
2407.14158v3,2407.14158v3:96745-98544,Machine learning emulation of precipitation from k,0.662,1799,4 -31 (-78 to +16) -2 (-4.8 to +1.0) JJA -40 -39 2 (-7 to +10) 1 (-2.9 to +3.9) SON -4 -6 -59 ( -129 to +9) -2 (-5.1 to +0.4) Table B1. Change in seasonal domai
2407.14158v3,2407.14158v3:98545-100607,Machine learning emulation of precipitation from k,0.75,2062,"Suman Ravuri3, Laurence Aitchison1, Peter A.G. Watson1 1University of Bristol, Bristol, UK 2Met Office Hadley Centre, Exeter, UK 3NVIDIA Corporation Contents of"
